"pri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date","Name","Event ID","Legacy Id","Event Status","Partner","Engagement Activity Type","Venue Name","Street Address","City","State","Zip","NN2 Venue Market","NN2 Consortia Partner Target Market","Event Recap Type Id","Collaboration Partner(s)","Digital Recap | Digital Event Engagement","Digital Recap | # of Digital Event Attendees","Digital Recap | TWITTER","Digital Recap | # of Tweets","Digital Recap | Twitter Impressions","Digital Recap | Twitter Engagement","Digital Recap | FACEBOOK","Digital Recap | # of Facebook posts","Digital Recap | Facebook Reach","Digital Recap | Facebook Engagement","Digital Recap | INSTAGRAM","Digital Recap | # of Instagram posts","Digital Recap | Instagram Reach","Digital Recap | Instagram Impressions","Digital Recap | Instagram Engagement","Digital Recap | TWITTER CHAT","Digital Recap | # of Twitter Chat Attendees","Digital Recap | Twitter Chat Engagement","Digital Recap | FACEBOOK LIVE","Digital Recap | # of Facebook Live Attendees","Digital Recap | Facebook Live Engagement","Digital Recap | WhatsApp Reach","Digital Recap | LinkedIn Reach","Digital Recap | Blog Engagement","Digital Recap | Google Analytics Page Views","Digital Recap | Target/Primary Population","In-Person Recap | Est # of attendees","In-Person Recap | Est # of  Engagement","In-Person Recap | Reach of Tactic","In-Person Recap | Target/Primary Population","Hybrid Recap | Est # of attendees","Hybrid Recap | # of In-Person Attendees","Hybrid Recap | # of Virtual Attendees","Hybrid Recap | Est # of Engagement","Hybrid Recap | Target/Primary Population","Hybrid Recap | Most Resonating Messages","Non-Digital Non-Event Recap | Reach","Non-Digital Non-Event Recap | If printed, how many were distributed?","Admin Recap | Accomplishments","Hybrid Recap | Concerns","Admin Recap | Barriers to participation","Admin Recap | Concerns expressed","Admin Recap | Challenges","Admin Recap | Lessons Learned","Admin Recap | Governance Activities Summary","Admin Recap | Best-resonating message","Admin Recap | Other notes","Partners | Digital - CPGI","Partners | Digital - CEP","Partners | Digital - FQHC","Partners | Digital - DV","Partners | In-Person - CPGI","Partners | In-Person - CEP","Partners | In-Person - DV","Partners | In-Person - HPO","Partners | In-Person - FQHC","Partners | Hybrid - CPGI","Partners | Hybrid - CEP","Partners | Hybrid - DV","Partners | Hybrid - HPO","Partners | Hybrid - FQHC","Partners | NonDig NonEvent - CPGI","Partners | NonDig NonEvent - CEP","Partners | NonDig NonEvent - DV","Partners | NonDig NonEvent - HPO","Partners | NonDig NonEvent - FQHC","Legacy | Organization Name","Legacy Recap | Est # of attendees","Legacy Recap | Est # of Engagement 1","Legacy Recap | Est # of Engagement 2","Legacy Recap | Name of Organization","Legacy Recap | YOUTUBE","Legacy Recap | # of YouTube videos","Legacy Recap | YouTube Reach","Legacy Recap | YouTube Engagement","Legacy Recap | TWITTER","Legacy Recap | # of Tweets","Legacy Recap | Twitter Impressions","Legacy Recap | Twitter Engagement","Legacy Recap | FACEBOOK","Legacy Recap | # of Facebook posts","Legacy Recap | Facebook Reach","Legacy Recap | Facebook Engagement","Legacy Recap | INSTAGRAM","Legacy Recap | # of Instagram posts","Legacy Recap | Instagram Reach","Legacy Recap | Instagram Impressions","Legacy Recap | Instagram Engagement","Legacy Recap | Instagram Exp Audience Reach","Legacy Recap | Target/Primary Population","Legacy Recap | Accomplishments","Legacy Recap | Challenges","Legacy Recap | Lessons Learned","Legacy Recap | Best-resonating Messages","Legacy Recap | Governance Activities Summary","Legacy Recap | Concerns Expressed","Legacy Recap | Barriers to Participation","Legacy Recap | Tactics and strategies","Legacy Recap | Other Notes"
"05/04/2022","IPMC / Spring Engagement Meeting","20,039","0","Scheduled","HPO","Booth/Tabling","Digital Event (you must add id from venues_profiles for this to link)","924 W 38th Pl","Chicago","","60609","Illinois","Not a target market","0","Pyxis Partners, NIH","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/04/2022","NRHA / Spring Engagement Meeting Dr. Bennett Panel 2022 ","20,153","0","Scheduled","CPGI","Digital Events","NRHA (you must add id from venues_profiles for this to link)","50 F Street NW","Washington","DC                                                                                                                                                                                                      ","20001","Admin","Not a target market","0","Dr. Kevin Bennett","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/05/2022","IPMC / Spring Engagement Meeting","20,040","0","Scheduled","HPO","Booth/Tabling","Digital Event (you must add id from venues_profiles for this to link)","924 W 38th Pl","Chicago","","60609","Illinois","Not a target market","0","Pyxis Partners, NIH","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/05/2022","NRHA / Spring Engagement Meeting Dr. Bennett Panel 2022 ","20,154","0","Scheduled","CPGI","Digital Events","NRHA (you must add id from venues_profiles for this to link)","50 F Street NW","Washington","DC                                                                                                                                                                                                      ","20001","Admin","Not a target market","0","Dr. Kevin Bennett","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/05/2022","Butler University Post MEA Recap","19,786","0","Scheduled","DV","VAP - Live Demo/Engagement ","Butler University (you must add id from venues_profiles for this to link)","4600 Sunset Ave","Indianapolis","","46208","Indiana","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/05/2022","AAPA / Collaborative Webinar w NAHH - AoU and Diversity in Health Research","19,731","0","Scheduled","CPGI","Webinar","Digital Event (you must add id from venues_profiles for this to link)","2318 Mill Rd","Alexandria","VA","22332","Digital, Non-Event (social, digital advertising)","","0","National Alliance for Hispanic Health","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/06/2022","Asian Health Coalition (GBCGAC) - Women Bone Health","19,695","0","Scheduled","CEP","Events","Hong Lok House Activity Center  (you must add id from venues_profiles for this to link)","25 Essex St","Boston","MA","02111","Boston, MA / Target Market","Boston, MA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/06/2022","FiftyForward/ Aging Well with Dr. Amy Price Neff- Stroke Awareness and Prevention","20,016","0","Scheduled","CEP","Digital Events","Digital Platform- Facebook (you must add id from venues_profiles for this to link)","174 Rains Ave","Nashville","TN","37203","Digital, Non-Event (social, digital advertising)","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/06/2022","Southern University at Shreveport/Faculty & Staff Appreciation Event","19,999","0","Scheduled","CPGI","Events","Southern University at Shreveport (you must add id from venues_profiles for this to link)","3050 Martin Luther King","Shreveport","LA                                                                                                                                                                                                      ","71107","Louisiana Regional Market - Shreveport","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/07/2022","Seven Star Academy, Inc/AKA Wellness Walk","20,129","0","Scheduled","CPGI","Booth/Tabling","AKA Wellness Walk (you must add id from venues_profiles for this to link)","2920 Wabash St","New Orleans","LA","70114","Louisiana Regional Market - New Orleans","New Orleans, LA","0","AKA, DePaul Community Health Center","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/10/2022","Asian Health Coalition (AWFH) - 10th Annual Conference","19,691","0","Scheduled","CEP","Webinar","Digital (you must add id from venues_profiles for this to link)","529 Main St","Boston","MA","02129","Boston, MA / Target Market","Boston, MA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/10/2022","Southern University at New Orleans/ New Orleans East Hospital; New Orleans Speech and Hearing Center; and Lighthouse Louisiana","14,602","471,097","Scheduled","CPGI","Events","New Orleans East Hospital (you must add id from venues_profiles for this to link)","5620 Read Blvd","New Orleans","LA","70127","Louisiana Regional Market - New Orleans","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/10/2022","NMQF/ May Webinar","18,504","471,465","Scheduled","CPGI","Webinar","East Coast Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","02118","Digital, Non-Event (social, digital advertising)","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Minority Quality Forum (NMQF)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/10/2022","NMQF/ Webinar #3 ","19,959","0","Scheduled","CPGI","Webinar","NMQF (you must add id from venues_profiles for this to link)","1201 15th St NW","Washington","DC","20005","Washington D.C","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/10/2022","Texas AHEC East - Waco Region / NRHA Conference ","18,422","472,492","Scheduled","In-Person Event CPGI","Conference / Conference Panel","Albuquerque Convention Center (you must add id from venues_profiles for this to link)","401 2nd St NW","Albuquerque","NM                                                                                                                                                                                                      ","87102","New Mexico","","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Texas AHEC East - Waco Region","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/11/2022","DREF/Holistic Healing Webinar ","19,997","0","Scheduled","CEP","Webinar","Digital Events (you must add id from venues_profiles for this to link)","1703 New Hampshire Ave NW","Washington","DC","20009","District of Columbia","DC/MD/VA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/11/2022","All of Us Exhibit - NRHA 2022 Annual Rural Health Conference","16,805","473,067","Scheduled","DRC","Booth/Tabling","Albuquerque Convention Center (you must add id from venues_profiles for this to link)","401 2nd St NW","Albuquerque","NM                                                                                                                                                                                                      ","87102","New Mexico","Not a target market","0","Texas AHEC East, Waco Region","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Rural Health Association (NRHA)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/12/2022","Southern University Ag Center/Ask the Experts: A Discussion on Mental Health Awareness ","20,046","0","Scheduled","CPGI","Webinar","Southern University Ag Center (you must add id from venues_profiles for this to link)","P.O. Box 10010","Baton Rouge","LA","70813","Louisiana Regional Market - Baton Rouge","Baton Rouge, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/12/2022","NAHH / The Power of Latinos Summit ","20,162","0","Scheduled","CEP","Booth/Tabling","Texas A&M University: Commerce at Dallas  (you must add id from venues_profiles for this to link)","8750 N Central Expy","Dallas","TX","75231","Dallas, TX / Target Market","Dallas, TX","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/12/2022","DREF/ Mental Health Awareness Rap Session/ Jackson State","20,055","0","Scheduled","CEP","Booth/Tabling","Lester Elementary (you must add id from venues_profiles for this to link)","2350 Oakhurst Dr","Jackson","MS","39204","Mississippi","Mississippi","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/12/2022","NRHA 2022 Annual Rural Health Conference - Dr. Watson Keynote Presentation","15,721","473,064","Scheduled","In-Person Event CPGI","Speaker Engagement/Presentation","Albuquerque Convention Center (you must add id from venues_profiles for this to link)","401 2nd St NW","Albuquerque","NM                                                                                                                                                                                                      ","87102","New Mexico","","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Rural Health Association (NRHA)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/13/2022","NAHH / The Power of Latinos Summit ","20,163","0","Scheduled","CEP","Booth/Tabling","Texas A&M University: Commerce at Dallas  (you must add id from venues_profiles for this to link)","8750 N Central Expy","Dallas","TX","75231","Dallas, TX / Target Market","Dallas, TX","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/13/2022","Seven Star Academy, Inc/LACHON","20,130","0","Scheduled","CPGI","CPGI Other","Activities Report (you must add id from venues_profiles for this to link)","2920 Wabash St","New Orleans","LA","70114","Louisiana Regional Market - New Orleans","New Orleans, LA","0","LACHON","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/14/2022","YMCA of the Capital Area- senior Black American Health Fair","20,037","0","Cancelled","CPGI","Booth/Tabling","Conference center building at Pennington Biomedical Research Center  (you must add id from venues_profiles for this to link)","6400 Perkins Rd","Baton Rouge","LA","70808","Louisiana Regional Market - Baton Rouge","Baton Rouge, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/14/2022","NBNA - Chicago Prayer/ Nurse day ","19,707","0","Scheduled","CPGI","Events","N/A (you must add id from venues_profiles for this to link)","Digital, Social Media ","Oakland","CA                                                                                                                                                                                                      ","94607","Digital, Non-Event (social, digital advertising)","Chicago, IL","0","NBNA","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
