"pri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date","Name","Event ID","Legacy Id","Event Status","Partner","Engagement Activity Type","Venue Name","Street Address","City","State","Zip","NN2 Venue Market","NN2 Consortia Partner Target Market","Event Recap Type Id","Collaboration Partner(s)","Digital Recap | Digital Event Engagement","Digital Recap | # of Digital Event Attendees","Digital Recap | TWITTER","Digital Recap | # of Tweets","Digital Recap | Twitter Impressions","Digital Recap | Twitter Engagement","Digital Recap | FACEBOOK","Digital Recap | # of Facebook posts","Digital Recap | Facebook Reach","Digital Recap | Facebook Engagement","Digital Recap | INSTAGRAM","Digital Recap | # of Instagram posts","Digital Recap | Instagram Reach","Digital Recap | Instagram Impressions","Digital Recap | Instagram Engagement","Digital Recap | TWITTER CHAT","Digital Recap | # of Twitter Chat Attendees","Digital Recap | Twitter Chat Engagement","Digital Recap | FACEBOOK LIVE","Digital Recap | # of Facebook Live Attendees","Digital Recap | Facebook Live Engagement","Digital Recap | WhatsApp Reach","Digital Recap | LinkedIn Reach","Digital Recap | Blog Engagement","Digital Recap | Google Analytics Page Views","Digital Recap | Target/Primary Population","In-Person Recap | Est # of attendees","In-Person Recap | Est # of  Engagement","In-Person Recap | Reach of Tactic","In-Person Recap | Target/Primary Population","Hybrid Recap | Est # of attendees","Hybrid Recap | # of In-Person Attendees","Hybrid Recap | # of Virtual Attendees","Hybrid Recap | Est # of Engagement","Hybrid Recap | Target/Primary Population","Hybrid Recap | Most Resonating Messages","Non-Digital Non-Event Recap | Reach","Non-Digital Non-Event Recap | If printed, how many were distributed?","Admin Recap | Accomplishments","Hybrid Recap | Concerns","Admin Recap | Barriers to participation","Admin Recap | Concerns expressed","Admin Recap | Challenges","Admin Recap | Lessons Learned","Admin Recap | Governance Activities Summary","Admin Recap | Best-resonating message","Admin Recap | Other notes","Partners | Digital - CPGI","Partners | Digital - CEP","Partners | Digital - FQHC","Partners | Digital - DV","Partners | In-Person - CPGI","Partners | In-Person - CEP","Partners | In-Person - DV","Partners | In-Person - HPO","Partners | In-Person - FQHC","Partners | Hybrid - CPGI","Partners | Hybrid - CEP","Partners | Hybrid - DV","Partners | Hybrid - HPO","Partners | Hybrid - FQHC","Partners | NonDig NonEvent - CPGI","Partners | NonDig NonEvent - CEP","Partners | NonDig NonEvent - DV","Partners | NonDig NonEvent - HPO","Partners | NonDig NonEvent - FQHC","Legacy | Organization Name","Legacy Recap | Est # of attendees","Legacy Recap | Est # of Engagement 1","Legacy Recap | Est # of Engagement 2","Legacy Recap | Name of Organization","Legacy Recap | YOUTUBE","Legacy Recap | # of YouTube videos","Legacy Recap | YouTube Reach","Legacy Recap | YouTube Engagement","Legacy Recap | TWITTER","Legacy Recap | # of Tweets","Legacy Recap | Twitter Impressions","Legacy Recap | Twitter Engagement","Legacy Recap | FACEBOOK","Legacy Recap | # of Facebook posts","Legacy Recap | Facebook Reach","Legacy Recap | Facebook Engagement","Legacy Recap | INSTAGRAM","Legacy Recap | # of Instagram posts","Legacy Recap | Instagram Reach","Legacy Recap | Instagram Impressions","Legacy Recap | Instagram Engagement","Legacy Recap | Instagram Exp Audience Reach","Legacy Recap | Target/Primary Population","Legacy Recap | Accomplishments","Legacy Recap | Challenges","Legacy Recap | Lessons Learned","Legacy Recap | Best-resonating Messages","Legacy Recap | Governance Activities Summary","Legacy Recap | Concerns Expressed","Legacy Recap | Barriers to Participation","Legacy Recap | Tactics and strategies","Legacy Recap | Other Notes","Digital Recap | CTA","Digital Recap | CTA Text 1","Digital Recap | CTA Text 2","Digital Recap | CTA Text 3","Digital Recap | CTA Text 4","Hybrid Recap | CTA","Hybrid Recap | CTA Text 1","Hybrid Recap | CTA Text 2","Hybrid Recap | CTA Text 3","Hybrid Recap | CTA Text 4","In-Person Recap | CTA","In-Person Recap | CTA Text 1","In-Person Recap | CTA Text 2","In-Person Recap | CTA Text 3","In-Person Recap | CTA Text 4","Non-Digital Non-Event Recap | CTA","Non-Digital Non-Event Recap | CTA Text 1","Non-Digital Non-Event Recap | CTA Text 2","Non-Digital Non-Event Recap | CTA Text 3","Non-Digital Non-Event Recap | CTA Text 4","Research Facing 1","Research Facing 2"
"06/08/2022","FiftyForward/ MEA Journey Bus","20,398","0","Scheduled","CEP","Booth/Tabling","FiftyForward Donelson Station (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","National Alliance for Hispanic Health and American Association for Health and Disability","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/08/2022","Southern University at New Orleans/ Center for Hope Children and Family Services and Southern Community Health Network ","15,805","471,102","Scheduled","Live - ‘Louisiana’ Regional Campaign","Community Event","Central Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","60804","Digital, Non-Event (social, digital advertising)","","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "
"06/09/2022","FiftyForward/ MEA Journey Bus","20,399","0","Scheduled","CEP","Booth/Tabling","FiftyForward Donelson Station (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","National Alliance for Hispanic Health and American Association for Health and Disability","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/10/2022","FiftyForward/ MEA Journey Bus","20,400","0","Scheduled","CEP","Booth/Tabling","FiftyForward Donelson Station (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","National Alliance for Hispanic Health and American Association for Health and Disability","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/11/2022","NYC GAYMERS PRIDE","20,345","0","Scheduled","CPGI","Booth/Tabling","Samsung 837 (you must add id from venues_profiles for this to link)","837 Washington St","New York","NY","10014","New York","New York, NY","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stanford University","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/12/2022","NYC GAYMERS PRIDE","20,346","0","Scheduled","CPGI","Booth/Tabling","Samsung 837 (you must add id from venues_profiles for this to link)","837 Washington St","New York","NY","10014","New York","New York, NY","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stanford University","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/12/2022","CenterLink Cycle 3/June Pride/Sacramento LGBT Community Center","20,655","0","Scheduled","CPGI","Booth/Tabling","Sacramento LGBT Community Center (you must add id from venues_profiles for this to link)","1015 20th St","Sacramento","CA","95811","California","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CenterLink, Inc","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/12/2022","BWHI / Healthy Soul Food Cook-Along (Family Reunion Edition) with celebrity Chef G. Garvin","11,022","472,466","Scheduled","CPGI","Other Digital","BWHI Social Channels (you must add id from venues_profiles for this to link)","384 Northyards Blvd NW, Bldg 100/Suite 190"," Atlanta ","GA                                                                                                                                                                                                      ","30313","Detroit, MI / Target Market","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black Women's Health Imperative (BWHI)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No"
"06/13/2022","AAHD/United Spinal Conference","19,764","0","Scheduled","CEP","Events","Grand Hyatt - Washington, DC (you must add id from venues_profiles for this to link)","1000 H St NW","Washington","DC","20001","Washington D.C","DC/MD/VA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/14/2022","Lending a Hand of Boulder","20,126","0","Cancelled","DV","VAP - Live Demo/Engagement ","Lending a Hand of Boulder (you must add id from venues_profiles for this to link)","n/a","Boulder","CO","80304","Colorado","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","em test delete","20,433","0","Scheduled","CPGI","Digital Events","CNN Center (you must add id from venues_profiles for this to link)","1 CNN Center","Atlanta","GA                                                                                                                                                                                                      ","30303","Atlanta, GA / Target Market","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","FiftyForward/ All of Us Cafe- Martin Center","20,403","0","Scheduled","CEP","Booth/Tabling","FiftyForward Martin Center (you must add id from venues_profiles for this to link)","960 Heritage Way","Brentwood","TN","37027","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","ANAC/Social Media/Twitter June 2022","20,595","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","ANAC/Social Media/Instagram June 2022","20,600","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","ANAC/Social Media/Facebook June 2022","20,590","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington D.C","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","Church Hurt and Healing","20,424","0","Scheduled","CPGI","Other Digital","Zoom (you must add id from venues_profiles for this to link)","Zoom","Zoom","","","Virginia","DC/MD/VA","0","The Virginia Department of Health- Mind, Body & Soul","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","FiftyForward/ All of Us Cafe- Madison Station","20,404","0","Scheduled","CEP","Booth/Tabling","FiftyForward Madison Station (you must add id from venues_profiles for this to link)","530 Madison Station Blvd","Nashville","TN","37115","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","NNLM / Alive Inside Film Screening & Panel Discussion ","20,259","0","Scheduled","NLM","Watch Parties","Digital Event (you must add id from venues_profiles for this to link)","600 Newton Rd","Iowa City","IA","52242","TBD","Not a target market","0","FiftyForward","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","FiftyForward/ Alive Inside Screening and Panel Discussion","20,417","0","Scheduled","CEP","Digital Events","FiftyForward Knowles (you must add id from venues_profiles for this to link)","174 Rains Ave","Nashville","TN","37203","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/17/2022","FiftyForward/ Larry Keeton All of Us Night","20,408","0","Scheduled","CEP","Booth/Tabling","Larry Keeton Theater (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
